judgment,output.Answer,output.Answer.count,output.Answer.unique,unit,worker,started,submitted,duration,job
345,"OrderedCounter({'opstand': 2, 'emancipatie': 1, 'revolutie': 1, 'vrijheidsstrijd': 1, 'gelijkheid': 1, 'protest': 1, 'rechtvaardigheid': 1, 'onafhankelijkheid': 1, 'verzet': 1, 'staking': 1})",11,10,105,5,2023-06-20 13:11:22,2023-06-20 13:11:22,0,data/CrowdTruth_Results
346,"OrderedCounter({'revolutie': 1, 'opstand': 1, 'gelijkheid': 1, 'rechtvaardigheid': 1, 'staking': 1})",5,5,105,6,2023-06-20 13:50:30,2023-06-20 13:50:30,0,data/CrowdTruth_Results
347,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'protest': 1, 'rechtvaardigheid': 1, 'opstand': 1})",5,5,105,7,2023-06-20 17:59:46,2023-06-20 17:59:46,0,data/CrowdTruth_Results
348,"OrderedCounter({'opstand': 2, 'onrust': 1, 'protest': 1, 'verwoesting': 1})",5,4,105,8,2023-06-20 18:38:16,2023-06-20 18:38:16,0,data/CrowdTruth_Results
349,"OrderedCounter({'vrijheidsstrijd': 1, 'opstand': 1, 'gelijkheid': 1, 'protest': 1, 'verzet': 1})",5,5,105,9,2023-06-21 09:14:03,2023-06-21 09:14:03,0,data/CrowdTruth_Results
350,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'opstand': 1, 'gelijkheid': 1, 'protest': 1, 'saamhorigheid': 1})",6,6,105,10,2023-06-21 12:14:43,2023-06-21 12:14:43,0,data/CrowdTruth_Results
351,"OrderedCounter({'gelijkheid': 1, 'bevrijding': 1, 'rechtvaardigheid': 1, 'onafhankelijkheid': 1, 'verzet': 1})",5,5,105,11,2023-06-22 13:23:42,2023-06-22 13:23:42,0,data/CrowdTruth_Results
352,"OrderedCounter({'emancipatie': 1, 'opstand': 1, 'protest': 1, 'bevrijding': 1, 'onafhankelijkheid': 1})",5,5,105,12,2023-06-22 16:54:17,2023-06-22 16:54:17,0,data/CrowdTruth_Results
353,"OrderedCounter({'emancipatie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'gelijkheid': 1, 'rechtvaardigheid': 1})",5,5,105,13,2023-06-23 10:43:50,2023-06-23 10:43:50,0,data/CrowdTruth_Results
354,"OrderedCounter({'emancipatie': 1, 'onrust': 1, 'protest': 1, 'rechtvaardigheid': 1, 'oproer': 1})",5,5,105,14,2023-06-23 10:50:44,2023-06-23 10:50:44,0,data/CrowdTruth_Results
355,"OrderedCounter({'onrust': 1, 'gelijkheid': 1, 'verzet': 1, 'oproer': 1, 'eenheid': 1})",5,5,105,15,2023-06-23 21:48:40,2023-06-23 21:48:40,0,data/CrowdTruth_Results
356,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'onrust': 1, 'oproer': 1})",5,5,105,16,2023-06-25 19:43:49,2023-06-25 19:43:49,0,data/CrowdTruth_Results
357,"OrderedCounter({'revolutie': 1, 'gelijkheid': 1, 'protest': 1, 'rechtvaardigheid': 1, 'verzet': 1})",5,5,105,17,2023-06-26 16:24:30,2023-06-26 16:24:30,0,data/CrowdTruth_Results
358,"OrderedCounter({'emancipatie': 1, 'vrijheidsstrijd': 1, 'gelijkheid': 1})",3,3,105,18,2023-06-26 16:28:53,2023-06-26 16:28:53,0,data/CrowdTruth_Results
359,OrderedCounter({'gelijkheid': 1}),1,1,105,19,2023-06-26 16:28:54,2023-06-26 16:28:54,0,data/CrowdTruth_Results
360,"OrderedCounter({'emancipatie': 1, 'gelijkheid': 1, 'bevrijding': 1, 'rechtvaardigheid': 1, 'onafhankelijkheid': 1})",5,5,105,20,2023-06-26 16:29:13,2023-06-26 16:29:13,0,data/CrowdTruth_Results
361,OrderedCounter({'opstand': 1}),1,1,105,21,2023-06-26 16:43:31,2023-06-26 16:43:31,0,data/CrowdTruth_Results
362,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'gelijkheid': 1, 'verwoesting': 1})",5,5,105,22,2023-06-26 17:54:48,2023-06-26 17:54:48,0,data/CrowdTruth_Results
363,OrderedCounter({'protest': 1}),1,1,105,23,2023-06-27 15:38:55,2023-06-27 15:38:55,0,data/CrowdTruth_Results
364,"OrderedCounter({'opstand': 1, 'gelijkheid': 1, 'protest': 1, 'rechtvaardigheid': 1, 'oproer': 1})",5,5,105,24,2023-06-27 15:57:41,2023-06-27 15:57:41,0,data/CrowdTruth_Results
365,OrderedCounter({'gelijkheid': 1}),1,1,105,25,2023-06-27 16:32:11,2023-06-27 16:32:11,0,data/CrowdTruth_Results
366,"OrderedCounter({'vrijheidsstrijd': 1, 'protest': 1, 'rechtvaardigheid': 1, 'staking': 1})",4,4,105,26,2023-06-27 19:33:55,2023-06-27 19:33:55,0,data/CrowdTruth_Results
367,OrderedCounter({'staking': 1}),1,1,105,27,2023-06-27 19:36:23,2023-06-27 19:36:23,0,data/CrowdTruth_Results
368,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1, 'rechtvaardigheid': 1, 'verzet': 1})",5,5,105,28,2023-06-27 21:28:55,2023-06-27 21:28:55,0,data/CrowdTruth_Results
369,"OrderedCounter({'gelijkheid': 1, 'protest': 1})",2,2,105,29,2023-06-27 22:37:23,2023-06-27 22:37:23,0,data/CrowdTruth_Results
370,OrderedCounter({'rechtvaardigheid': 1}),1,1,105,30,2023-06-27 23:47:39,2023-06-27 23:47:39,0,data/CrowdTruth_Results
371,"OrderedCounter({'vrijheidsstrijd': 1, 'protest': 1, 'verzet': 1})",3,3,105,31,2023-06-28 03:20:30,2023-06-28 03:20:30,0,data/CrowdTruth_Results
372,"OrderedCounter({'protest': 1, 'rechtvaardigheid': 1})",2,2,105,32,2023-06-28 04:39:00,2023-06-28 04:39:00,0,data/CrowdTruth_Results
373,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'vrijheidsstrijd': 1, 'gelijkheid': 1, 'verzet': 1})",5,5,105,33,2023-06-28 19:24:07,2023-06-28 19:24:07,0,data/CrowdTruth_Results
374,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'gelijkheid': 1})",4,4,105,34,2023-06-29 12:13:42,2023-06-29 12:13:42,0,data/CrowdTruth_Results
375,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'onafhankelijkheid': 1})",5,5,105,35,2023-06-30 03:19:07,2023-06-30 03:19:07,0,data/CrowdTruth_Results
376,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1, 'vandalisme': 1, 'verwoesting': 1})",5,5,106,1,2023-09-06 16:02:20,2023-09-06 16:02:20,0,data/CrowdTruth_Results
377,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1, 'oproer': 1})",5,5,106,2,2023-10-06 13:04:16,2023-10-06 13:04:16,0,data/CrowdTruth_Results
378,"OrderedCounter({'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",5,5,106,3,2023-06-13 10:05:12,2023-06-13 10:05:12,0,data/CrowdTruth_Results
379,"OrderedCounter({'rechtvaardigheid': 1, 'verwoesting': 1, 'onafhankelijkheid': 1, 'verzet': 1, 'oproer': 1})",5,5,106,4,2023-06-13 17:04:51,2023-06-13 17:04:51,0,data/CrowdTruth_Results
380,"OrderedCounter({'opstand': 2, 'revolutie': 1, 'vrijheidsstrijd': 1, 'gelijkheid': 1, 'protest': 1, 'bevrijding': 1, 'vandalisme': 1, 'rechtvaardigheid': 1, 'verwoesting': 1, 'verzet': 1, 'oproer': 1})",12,11,106,5,2023-06-20 13:11:22,2023-06-20 13:11:22,0,data/CrowdTruth_Results
381,"OrderedCounter({'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",5,5,106,6,2023-06-20 13:50:30,2023-06-20 13:50:30,0,data/CrowdTruth_Results
382,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'gelijkheid': 1, 'verwoesting': 1, 'oproer': 1})",5,5,106,7,2023-06-20 17:59:46,2023-06-20 17:59:46,0,data/CrowdTruth_Results
383,"OrderedCounter({'onrust': 1, 'protest': 1, 'opstand': 1, 'verwoesting': 1, 'verzet': 1})",5,5,106,8,2023-06-20 18:38:16,2023-06-20 18:38:16,0,data/CrowdTruth_Results
384,"OrderedCounter({'emancipatie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'gelijkheid': 1, 'verwoesting': 1})",5,5,106,9,2023-06-21 09:14:03,2023-06-21 09:14:03,0,data/CrowdTruth_Results
385,"OrderedCounter({'vrijheidsstrijd': 1, 'onrust': 1, 'gelijkheid': 1, 'verwoesting': 1, 'oproer': 1})",5,5,106,10,2023-06-21 12:14:43,2023-06-21 12:14:43,0,data/CrowdTruth_Results
386,"OrderedCounter({'revolutie': 1, 'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1})",5,5,106,11,2023-06-22 13:23:42,2023-06-22 13:23:42,0,data/CrowdTruth_Results
387,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'onrust': 1, 'verwoesting': 1, 'onafhankelijkheid': 1})",5,5,106,12,2023-06-22 16:54:17,2023-06-22 16:54:17,0,data/CrowdTruth_Results
388,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'onrust': 1, 'verwoesting': 1, 'oproer': 1})",5,5,106,13,2023-06-23 10:43:50,2023-06-23 10:43:50,0,data/CrowdTruth_Results
389,"OrderedCounter({'emancipatie': 1, 'onrust': 1, 'protest': 1, 'vandalisme': 1, 'verwoesting': 1})",5,5,106,14,2023-06-23 10:50:44,2023-06-23 10:50:44,0,data/CrowdTruth_Results
390,"OrderedCounter({'onrust': 1, 'protest': 1, 'verzet': 1, 'oproer': 1, 'staking': 1})",5,5,106,15,2023-06-23 21:48:40,2023-06-23 21:48:40,0,data/CrowdTruth_Results
391,"OrderedCounter({'revolutie': 1, 'onrust': 1, 'staking': 1})",3,3,106,16,2023-06-25 19:43:49,2023-06-25 19:43:49,0,data/CrowdTruth_Results
392,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1})",4,4,106,17,2023-06-26 16:24:30,2023-06-26 16:24:30,0,data/CrowdTruth_Results
393,"OrderedCounter({'onrust': 1, 'verwoesting': 1, 'oproer': 1})",3,3,106,18,2023-06-26 16:28:53,2023-06-26 16:28:53,0,data/CrowdTruth_Results
394,OrderedCounter({'protest': 1}),1,1,106,19,2023-06-26 16:28:54,2023-06-26 16:28:54,0,data/CrowdTruth_Results
395,"OrderedCounter({'emancipatie': 1, 'gelijkheid': 1, 'protest': 1, 'rechtvaardigheid': 1, 'onafhankelijkheid': 1})",5,5,106,20,2023-06-26 16:29:13,2023-06-26 16:29:13,0,data/CrowdTruth_Results
396,OrderedCounter({'verwoesting': 1}),1,1,106,21,2023-06-26 16:43:31,2023-06-26 16:43:31,0,data/CrowdTruth_Results
397,"OrderedCounter({'vandalisme': 1, 'verwoesting': 1, 'verzet': 1, 'droevigheid': 1, 'verlies': 1})",5,5,106,22,2023-06-26 17:54:48,2023-06-26 17:54:48,0,data/CrowdTruth_Results
398,OrderedCounter({'gelijkheid': 1}),1,1,106,23,2023-06-27 15:38:55,2023-06-27 15:38:55,0,data/CrowdTruth_Results
399,"OrderedCounter({'onrust': 1, 'verwoesting': 1})",2,2,106,24,2023-06-27 15:57:41,2023-06-27 15:57:41,0,data/CrowdTruth_Results
400,OrderedCounter({'vandalisme': 1}),1,1,106,25,2023-06-27 16:32:11,2023-06-27 16:32:11,0,data/CrowdTruth_Results
401,"OrderedCounter({'onrust': 1, 'rechtvaardigheid': 1, 'verwoesting': 1})",3,3,106,26,2023-06-27 19:33:55,2023-06-27 19:33:55,0,data/CrowdTruth_Results
402,OrderedCounter({'onrust': 1}),1,1,106,27,2023-06-27 19:36:23,2023-06-27 19:36:23,0,data/CrowdTruth_Results
403,"OrderedCounter({'onrust': 1, 'heel triest': 1})",2,2,106,28,2023-06-27 21:28:55,2023-06-27 21:28:55,0,data/CrowdTruth_Results
404,"OrderedCounter({'onrust': 1, 'verwoesting': 1})",2,2,106,29,2023-06-27 22:37:23,2023-06-27 22:37:23,0,data/CrowdTruth_Results
405,"OrderedCounter({'gelijkheid': 1, 'protest': 1})",2,2,106,30,2023-06-27 23:47:39,2023-06-27 23:47:39,0,data/CrowdTruth_Results
406,"OrderedCounter({'verwoesting': 1, 'oproer': 1, 'oneerlijkheid': 1})",3,3,106,31,2023-06-28 03:20:30,2023-06-28 03:20:30,0,data/CrowdTruth_Results
407,"OrderedCounter({'onrust': 1, 'gelijkheid': 1})",2,2,106,32,2023-06-28 04:39:00,2023-06-28 04:39:00,0,data/CrowdTruth_Results
408,"OrderedCounter({'onrust': 1, 'verwoesting': 1, 'verzet': 1, 'oproer': 1, 'destructie': 1})",5,5,106,33,2023-06-28 19:24:07,2023-06-28 19:24:07,0,data/CrowdTruth_Results
409,"OrderedCounter({'onrust': 1, 'verwoesting': 1})",2,2,106,34,2023-06-29 12:13:42,2023-06-29 12:13:42,0,data/CrowdTruth_Results
410,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'onrust': 1})",5,5,106,35,2023-06-30 03:19:07,2023-06-30 03:19:07,0,data/CrowdTruth_Results
411,"OrderedCounter({'opstand': 1, 'onrust': 1, 'vandalisme': 1})",3,3,107,1,2023-09-06 16:02:20,2023-09-06 16:02:20,0,data/CrowdTruth_Results
412,"OrderedCounter({'opstand': 1, 'gelijkheid': 1, 'protest': 1, 'rechtvaardigheid': 1, 'verwoesting': 1})",5,5,107,2,2023-10-06 13:04:16,2023-10-06 13:04:16,0,data/CrowdTruth_Results
413,"OrderedCounter({'protest': 1, 'bevrijding': 1})",2,2,107,3,2023-06-13 10:05:12,2023-06-13 10:05:12,0,data/CrowdTruth_Results
414,"OrderedCounter({'vrijheidsstrijd': 1, 'protest': 1, 'verwoesting': 1, 'onafhankelijkheid': 1, 'verzet': 1})",5,5,107,4,2023-06-13 17:04:51,2023-06-13 17:04:51,0,data/CrowdTruth_Results
415,"OrderedCounter({'vrijheidsstrijd': 1, 'opstand': 1, 'protest': 1, 'vandalisme': 1, 'verwoesting': 1})",5,5,107,5,2023-06-20 13:11:22,2023-06-20 13:11:22,0,data/CrowdTruth_Results
416,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'gelijkheid': 1, 'rechtvaardigheid': 1})",4,4,107,6,2023-06-20 13:50:30,2023-06-20 13:50:30,0,data/CrowdTruth_Results
417,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1, 'vandalisme': 1})",4,4,107,7,2023-06-20 17:59:46,2023-06-20 17:59:46,0,data/CrowdTruth_Results
418,"OrderedCounter({'bevrijding': 1, 'opstand': 1, 'verwoesting': 1, 'verzet': 1, 'staking': 1})",5,5,107,8,2023-06-20 18:38:16,2023-06-20 18:38:16,0,data/CrowdTruth_Results
419,"OrderedCounter({'emancipatie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'gelijkheid': 1, 'protest': 1})",5,5,107,9,2023-06-21 09:14:03,2023-06-21 09:14:03,0,data/CrowdTruth_Results
420,"OrderedCounter({'revolutie': 1, 'gelijkheid': 1, 'protest': 1, 'rechtvaardigheid': 1, 'verzet': 1})",5,5,107,10,2023-06-21 12:14:43,2023-06-21 12:14:43,0,data/CrowdTruth_Results
421,"OrderedCounter({'opstand': 2, 'onrust': 1, 'protest': 1, 'verzet': 1})",5,4,107,11,2023-06-22 13:23:42,2023-06-22 13:23:42,0,data/CrowdTruth_Results
422,"OrderedCounter({'opstand': 1, 'protest': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1})",5,5,107,12,2023-06-22 16:54:17,2023-06-22 16:54:17,0,data/CrowdTruth_Results
423,"OrderedCounter({'revolutie': 1, 'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'oproer': 1})",5,5,107,13,2023-06-23 10:43:50,2023-06-23 10:43:50,0,data/CrowdTruth_Results
424,"OrderedCounter({'onrust': 1, 'protest': 1, 'rechtvaardigheid': 1, 'oproer': 1})",4,4,107,14,2023-06-23 10:50:44,2023-06-23 10:50:44,0,data/CrowdTruth_Results
425,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1, 'oproer': 1})",5,5,107,15,2023-06-23 21:48:40,2023-06-23 21:48:40,0,data/CrowdTruth_Results
426,"OrderedCounter({'opstand': 1, 'protest': 1, 'oproer': 1})",3,3,107,16,2023-06-25 19:43:49,2023-06-25 19:43:49,0,data/CrowdTruth_Results
427,"OrderedCounter({'vrijheidsstrijd': 1, 'opstand': 1, 'gelijkheid': 1, 'protest': 1, 'rechtvaardigheid': 1})",5,5,107,17,2023-06-26 16:24:30,2023-06-26 16:24:30,0,data/CrowdTruth_Results
428,"OrderedCounter({'emancipatie': 1, 'vrijheidsstrijd': 1, 'gelijkheid': 1, 'protest': 1})",4,4,107,18,2023-06-26 16:28:53,2023-06-26 16:28:53,0,data/CrowdTruth_Results
429,OrderedCounter({'opstand': 1}),1,1,107,19,2023-06-26 16:28:54,2023-06-26 16:28:54,0,data/CrowdTruth_Results
430,"OrderedCounter({'emancipatie': 1, 'gelijkheid': 1, 'bevrijding': 1, 'rechtvaardigheid': 1, 'onafhankelijkheid': 1})",5,5,107,20,2023-06-26 16:29:13,2023-06-26 16:29:13,0,data/CrowdTruth_Results
431,OrderedCounter({'revolutie': 1}),1,1,107,21,2023-06-26 16:43:31,2023-06-26 16:43:31,0,data/CrowdTruth_Results
432,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'onrust': 1, 'vandalisme': 1})",5,5,107,22,2023-06-26 17:54:48,2023-06-26 17:54:48,0,data/CrowdTruth_Results
433,OrderedCounter({'opstand': 1}),1,1,107,23,2023-06-27 15:38:55,2023-06-27 15:38:55,0,data/CrowdTruth_Results
434,"OrderedCounter({'opstand': 1, 'gelijkheid': 1, 'protest': 1, 'rechtvaardigheid': 1, 'verzet': 1})",5,5,107,24,2023-06-27 15:57:41,2023-06-27 15:57:41,0,data/CrowdTruth_Results
435,OrderedCounter({'bevrijding': 1}),1,1,107,25,2023-06-27 16:32:11,2023-06-27 16:32:11,0,data/CrowdTruth_Results
436,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",4,4,107,26,2023-06-27 19:33:55,2023-06-27 19:33:55,0,data/CrowdTruth_Results
437,OrderedCounter({'verwoesting': 1}),1,1,107,27,2023-06-27 19:36:23,2023-06-27 19:36:23,0,data/CrowdTruth_Results
438,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1, 'rechtvaardigheid': 1})",4,4,107,28,2023-06-27 21:28:55,2023-06-27 21:28:55,0,data/CrowdTruth_Results
439,"OrderedCounter({'protest': 1, 'rechtvaardigheid': 1})",2,2,107,29,2023-06-27 22:37:23,2023-06-27 22:37:23,0,data/CrowdTruth_Results
440,OrderedCounter({'gelijkheid': 1}),1,1,107,30,2023-06-27 23:47:39,2023-06-27 23:47:39,0,data/CrowdTruth_Results
441,"OrderedCounter({'vrijheidsstrijd': 1, 'vandalisme': 1})",2,2,107,31,2023-06-28 03:20:30,2023-06-28 03:20:30,0,data/CrowdTruth_Results
442,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'rechtvaardigheid': 1, 'verwoesting': 1})",4,4,107,32,2023-06-28 04:39:00,2023-06-28 04:39:00,0,data/CrowdTruth_Results
443,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1, 'rechtvaardigheid': 1, 'verwoesting': 1})",5,5,107,33,2023-06-28 19:24:07,2023-06-28 19:24:07,0,data/CrowdTruth_Results
444,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'onrust': 1, 'protest': 1, 'vandalisme': 1})",5,5,107,34,2023-06-29 12:13:42,2023-06-29 12:13:42,0,data/CrowdTruth_Results
445,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'protest': 1})",5,5,107,35,2023-06-30 03:19:07,2023-06-30 03:19:07,0,data/CrowdTruth_Results
446,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1})",3,3,108,1,2023-09-06 16:02:20,2023-09-06 16:02:20,0,data/CrowdTruth_Results
447,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1, 'oproer': 1})",5,5,108,2,2023-10-06 13:04:16,2023-10-06 13:04:16,0,data/CrowdTruth_Results
448,"OrderedCounter({'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",5,5,108,3,2023-06-13 10:05:12,2023-06-13 10:05:12,0,data/CrowdTruth_Results
449,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'onrust': 1, 'onafhankelijkheid': 1})",5,5,108,4,2023-06-13 17:04:51,2023-06-13 17:04:51,0,data/CrowdTruth_Results
450,"OrderedCounter({'protest': 1, 'vandalisme': 1, 'opstand': 1, 'verwoesting': 1, 'oproer': 1})",5,5,108,5,2023-06-20 13:11:22,2023-06-20 13:11:22,0,data/CrowdTruth_Results
451,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1})",3,3,108,6,2023-06-20 13:50:30,2023-06-20 13:50:30,0,data/CrowdTruth_Results
452,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'protest': 1, 'vandalisme': 1, 'opstand': 1})",5,5,108,7,2023-06-20 17:59:46,2023-06-20 17:59:46,0,data/CrowdTruth_Results
453,"OrderedCounter({'onrust': 1, 'protest': 1, 'opstand': 1, 'verwoesting': 1, 'oproer': 1})",5,5,108,8,2023-06-20 18:38:16,2023-06-20 18:38:16,0,data/CrowdTruth_Results
454,"OrderedCounter({'emancipatie': 1, 'protest': 1, 'vandalisme': 1, 'opstand': 1, 'verwoesting': 1})",5,5,108,9,2023-06-21 09:14:03,2023-06-21 09:14:03,0,data/CrowdTruth_Results
455,"OrderedCounter({'vandalisme': 1, 'verwoesting': 1})",2,2,108,10,2023-06-21 12:14:43,2023-06-21 12:14:43,0,data/CrowdTruth_Results
456,"OrderedCounter({'opstand': 1, 'onrust': 1, 'verwoesting': 1, 'oproer': 1})",4,4,108,11,2023-06-22 13:23:42,2023-06-22 13:23:42,0,data/CrowdTruth_Results
457,"OrderedCounter({'opstand': 1, 'protest': 1, 'vandalisme': 1, 'verwoesting': 1, 'onafhankelijkheid': 1})",5,5,108,12,2023-06-22 16:54:17,2023-06-22 16:54:17,0,data/CrowdTruth_Results
458,"OrderedCounter({'opstand': 1, 'protest': 1, 'vandalisme': 1, 'oproer': 1})",4,4,108,13,2023-06-23 10:43:50,2023-06-23 10:43:50,0,data/CrowdTruth_Results
459,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1})",3,3,108,14,2023-06-23 10:50:44,2023-06-23 10:50:44,0,data/CrowdTruth_Results
460,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",4,4,108,15,2023-06-23 21:48:40,2023-06-23 21:48:40,0,data/CrowdTruth_Results
461,"OrderedCounter({'protest': 1, 'verwoesting': 1, 'verzet': 1, 'staking': 1})",4,4,108,16,2023-06-25 19:43:49,2023-06-25 19:43:49,0,data/CrowdTruth_Results
462,"OrderedCounter({'onrust': 1, 'protest': 1, 'vandalisme': 1, 'verwoesting': 1})",4,4,108,17,2023-06-26 16:24:30,2023-06-26 16:24:30,0,data/CrowdTruth_Results
463,"OrderedCounter({'verzet': 1, 'oproer': 1})",2,2,108,18,2023-06-26 16:28:53,2023-06-26 16:28:53,0,data/CrowdTruth_Results
464,OrderedCounter({'opstand': 1}),1,1,108,19,2023-06-26 16:28:54,2023-06-26 16:28:54,0,data/CrowdTruth_Results
465,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'protest': 1, 'vandalisme': 1, 'verzet': 1})",5,5,108,20,2023-06-26 16:29:13,2023-06-26 16:29:13,0,data/CrowdTruth_Results
466,OrderedCounter({'vandalisme': 1}),1,1,108,21,2023-06-26 16:43:31,2023-06-26 16:43:31,0,data/CrowdTruth_Results
467,"OrderedCounter({'revolutie': 1, 'gelijkheid': 1, 'rechtvaardigheid': 1, 'verwoesting': 1, 'staking': 1})",5,5,108,22,2023-06-26 17:54:48,2023-06-26 17:54:48,0,data/CrowdTruth_Results
468,OrderedCounter({'protest': 1}),1,1,108,23,2023-06-27 15:38:55,2023-06-27 15:38:55,0,data/CrowdTruth_Results
469,"OrderedCounter({'bevrijding': 1, 'vandalisme': 1, 'rechtvaardigheid': 1, 'verwoesting': 1})",4,4,108,24,2023-06-27 15:57:41,2023-06-27 15:57:41,0,data/CrowdTruth_Results
470,OrderedCounter({'oproer': 1}),1,1,108,25,2023-06-27 16:32:11,2023-06-27 16:32:11,0,data/CrowdTruth_Results
471,"OrderedCounter({'vandalisme': 1, 'verwoesting': 1})",2,2,108,26,2023-06-27 19:33:55,2023-06-27 19:33:55,0,data/CrowdTruth_Results
472,OrderedCounter({'vandalisme': 1}),1,1,108,27,2023-06-27 19:36:23,2023-06-27 19:36:23,0,data/CrowdTruth_Results
473,"OrderedCounter({'opstand': 1, 'protest': 1, 'vandalisme': 1, 'rechtvaardigheid': 1, 'verwoesting': 1})",5,5,108,28,2023-06-27 21:28:55,2023-06-27 21:28:55,0,data/CrowdTruth_Results
474,"OrderedCounter({'opstand': 1, 'onrust': 1, 'protest': 1})",3,3,108,29,2023-06-27 22:37:23,2023-06-27 22:37:23,0,data/CrowdTruth_Results
475,OrderedCounter({'opstand': 1}),1,1,108,30,2023-06-27 23:47:39,2023-06-27 23:47:39,0,data/CrowdTruth_Results
476,"OrderedCounter({'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",3,3,108,31,2023-06-28 03:20:30,2023-06-28 03:20:30,0,data/CrowdTruth_Results
477,"OrderedCounter({'protest': 1, 'vandalisme': 1, 'oproer': 1})",3,3,108,32,2023-06-28 04:39:00,2023-06-28 04:39:00,0,data/CrowdTruth_Results
478,"OrderedCounter({'revolutie': 1, 'vrijheidsstrijd': 1, 'opstand': 1, 'verwoesting': 1, 'verzet': 1})",5,5,108,33,2023-06-28 19:24:07,2023-06-28 19:24:07,0,data/CrowdTruth_Results
479,"OrderedCounter({'revolutie': 1, 'opstand': 1, 'onrust': 1, 'protest': 1, 'vandalisme': 1})",5,5,108,34,2023-06-29 12:13:42,2023-06-29 12:13:42,0,data/CrowdTruth_Results
480,"OrderedCounter({'emancipatie': 1, 'revolutie': 1, 'onrust': 1, 'gelijkheid': 1, 'rechtvaardigheid': 1})",5,5,108,35,2023-06-30 03:19:07,2023-06-30 03:19:07,0,data/CrowdTruth_Results
481,"OrderedCounter({'onrust': 1, 'vandalisme': 1, 'verwoesting': 1})",3,3,109,1,2023-09-06 16:02:20,2023-09-06 16:02:20,0,data/CrowdTruth_Results
482,"OrderedCounter({'onrust': 1, 'protest': 1, 'vandalisme': 1, 'verwoesting': 1, 'verzet': 1})",5,5,109,2,2023-10-06 13:04:16,2023-10-06 13:04:16,0,data/CrowdTruth_Results
483,"OrderedCounter({'opstand': 1, 'onrust': 1, 'vandalisme': 1, 'verwoesting': 1, 'oproer': 1})",5,5,109,3,2023-06-13 10:05:12,2023-06-13 10:05:12,0,data/CrowdTruth_Results
